identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode
-7.12506E+18,user,Etats-Unis,en,4,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,us
3.39733E+18,user,Japon,en,8,8,1,0,0,0,0,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,644,3199,106.63,8.89,jp
7.39739E+17,user,Etats-Unis,en,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,37,3199,106.63,8.89,us
-3.57044E+18,user,France,fr,3,8,26,0,0,0,1,3,F,2,mrs,TRUE,FALSE,TRUE,TRUE,11,3199,106.63,8.89,fr
-1.58547E+18,user,Royaume-Uni,en,7,10,19,5,2,100,109,3,F,2,mrs,FALSE,FALSE,FALSE,TRUE,11,3199,106.63,8.89,gb
4.69437E+18,user,Royaume-Uni,en,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,412,3199,106.63,8.89,gb
-1.87909E+18,user,Etats-Unis,en,3,8,1,0,0,0,19,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,154,3199,106.63,8.89,us
5.85258E+18,user,Etats-Unis,en,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,us
-5.7335E+18,user,Italie,it,5,10,57,0,0,0,54,2,F,2,mrs,TRUE,FALSE,TRUE,TRUE,78,3199,106.63,8.89,it
6.16753E+18,user,Allemagne,de,4,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,de
3.77211E+18,user,Canada,en,7,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,655,3199,106.63,8.89,ca
-1.29097E+18,user,Pays-Bas,en,3,8,52,0,0,0,0,5,M,1,mr,TRUE,FALSE,TRUE,TRUE,12,3199,106.63,8.89,nl
-7.39604E+18,user,Allemagne,de,3,9,2,0,0,0,2,1,M,1,mr,TRUE,TRUE,FALSE,TRUE,428,3199,106.63,8.89,de
7.52269E+18,user,Etats-Unis,en,5,9,6,0,0,0,6,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,432,3199,106.63,8.89,us
2.07617E+18,user,Espagne,es,3,8,22,0,0,0,4,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,11,3199,106.63,8.89,es
7.6004E+18,user,France,fr,3,9,0,0,0,0,2,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,fr
7.34208E+18,user,Finlande,en,8,18,436,0,0,0,9,10,F,2,mrs,TRUE,FALSE,TRUE,TRUE,11,3199,106.63,8.89,fi
-5.4954E+18,user,Royaume-Uni,en,3,8,146,0,0,0,18,14,M,1,mr,TRUE,FALSE,TRUE,TRUE,13,3199,106.63,8.89,gb
7.80845E+18,user,Royaume-Uni,en,3,8,0,0,0,0,0,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,412,3199,106.63,8.89,gb
-8.42969E+18,user,Italie,it,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,696,3199,106.63,8.89,it
1.51267E+18,user,Allemagne,en,5,8,36,0,0,0,597,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,11,3199,106.63,8.89,de
-6.53658E+18,user,Canada,en,5,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,402,3199,106.63,8.89,ca
7.30742E+18,user,Suède,en,4,8,17,0,0,0,16,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,12,3199,106.63,8.89,se
-6.86324E+18,user,Australie,en,4,8,0,0,0,0,1,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,15,3199,106.63,8.89,au
5.33627E+18,user,Italie,it,4,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,654,3199,106.63,8.89,it
1.13099E+18,user,France,fr,3,8,2,0,0,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,510,3199,106.63,8.89,fr
5.00057E+18,user,Danemark,en,5,8,0,0,0,0,0,3,F,2,mrs,FALSE,FALSE,FALSE,TRUE,320,3199,106.63,8.89,dk
1.2652E+18,user,Autriche,en,13,14,161,0,0,0,5,8,F,2,mrs,TRUE,TRUE,FALSE,FALSE,23,3199,106.63,8.89,at
2.66843E+18,user,France,fr,3,8,0,10,0,0,0,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,18,3199,106.63,8.89,fr
-7.94492E+18,user,Allemagne,en,3,8,34,0,0,0,2,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,32,3199,106.63,8.89,de
-5.62586E+18,user,Etats-Unis,en,3,8,43,0,0,0,0,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,77,3199,106.63,8.89,us
-8.99142E+18,user,France,fr,3,8,5,0,0,0,4,1,F,3,miss,TRUE,FALSE,TRUE,TRUE,41,3199,106.63,8.89,fr
-3.72694E+18,user,France,fr,3,8,13,1,0,0,1,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,11,3199,106.63,8.89,fr
4.39252E+18,user,Belgique,fr,4,9,1,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,338,3199,106.63,8.89,be
2.61037E+18,user,Italie,it,5,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,it
-3.06919E+18,user,Italie,it,12,10,79,0,0,0,10,33,F,2,mrs,TRUE,TRUE,TRUE,TRUE,11,3199,106.63,8.89,it
-8.8772E+18,user,France,fr,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,664,3199,106.63,8.89,fr
-6.12571E+18,user,Allemagne,en,7,12,503,0,0,0,61,10,M,1,mr,TRUE,FALSE,TRUE,FALSE,13,3199,106.63,8.89,de
-2.68829E+18,user,France,fr,3,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,634,3199,106.63,8.89,fr
-2.25411E+18,user,France,fr,4,8,0,0,1,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,254,3199,106.63,8.89,fr
4.37832E+17,user,Italie,it,4,9,12,1,0,0,1,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,41,3199,106.63,8.89,it
7.20617E+18,user,Allemagne,en,3,9,64,8,2,100,408,17,F,2,mrs,FALSE,FALSE,FALSE,FALSE,11,3199,106.63,8.89,de
-3.40398E+18,user,Allemagne,fr,10,8,373,0,0,0,51,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,20,3199,106.63,8.89,de
9.08498E+18,user,Suède,en,7,8,138,0,0,0,0,7,F,2,mrs,TRUE,FALSE,TRUE,TRUE,14,3199,106.63,8.89,se
8.85782E+18,user,Allemagne,de,4,8,0,0,0,0,1,2,F,2,mrs,TRUE,TRUE,FALSE,TRUE,34,3199,106.63,8.89,de
6.19803E+18,user,Royaume-Uni,en,52,8,760,18,24,37,182,13,F,2,mrs,TRUE,FALSE,TRUE,FALSE,12,3199,106.63,8.89,gb
5.92419E+18,user,Belgique,fr,5,9,17,0,0,0,1,55,F,2,mrs,FALSE,FALSE,FALSE,TRUE,15,3199,106.63,8.89,be
8.65627E+18,user,France,fr,3,8,3,0,0,0,3,3,F,2,mrs,FALSE,FALSE,FALSE,TRUE,72,3199,106.63,8.89,fr
-1.62008E+18,user,Royaume-Uni,en,9,22,23,0,1,0,6,5,F,2,mrs,TRUE,FALSE,TRUE,FALSE,98,3199,106.63,8.89,gb
-4.1268E+18,user,Italie,it,3,8,9,0,0,0,0,2,M,1,mr,FALSE,FALSE,FALSE,TRUE,499,3199,106.63,8.89,it
6.77463E+18,user,France,en,4,8,65,0,0,0,22,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,67,3199,106.63,8.89,fr
7.23639E+18,user,France,fr,3,8,13,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,653,3199,106.63,8.89,fr
3.42854E+18,user,Italie,it,3,8,6,0,0,0,0,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,661,3199,106.63,8.89,it
7.02804E+18,user,Danemark,en,3,8,51,0,0,0,10,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,27,3199,106.63,8.89,dk
-8.84611E+18,user,Italie,it,4,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,it
-8.84731E+18,user,Australie,en,4,8,23,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,582,3199,106.63,8.89,au
-1.68318E+18,user,Royaume-Uni,en,4,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,91,3199,106.63,8.89,gb
3.25436E+18,user,France,en,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,fr
-7.43493E+18,user,Allemagne,de,3,8,9,9,5,60,131,3,F,2,mrs,FALSE,FALSE,FALSE,TRUE,23,3199,106.63,8.89,de
2.39847E+18,user,France,fr,8,8,3,2,2,100,8,1,M,1,mr,TRUE,TRUE,FALSE,FALSE,242,3199,106.63,8.89,fr
-1.93063E+18,user,Australie,en,5,10,57,0,0,0,1,3,M,1,mr,FALSE,FALSE,FALSE,TRUE,401,3199,106.63,8.89,au
3.24222E+18,user,France,en,3,8,0,0,0,0,0,2,M,1,mr,TRUE,TRUE,FALSE,TRUE,521,3199,106.63,8.89,fr
-2.0273E+18,user,Suède,en,3,8,28,0,0,0,57,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,11,3199,106.63,8.89,se
6.69056E+18,user,France,en,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,fr
-7.93563E+18,user,Suisse,de,7,13,33,0,0,0,24,2,F,2,mrs,TRUE,FALSE,TRUE,TRUE,37,3199,106.63,8.89,ch
1.87423E+18,user,France,fr,4,9,3,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,FALSE,386,3199,106.63,8.89,fr
-5.11768E+18,user,Royaume-Uni,en,3,8,11,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,187,3199,106.63,8.89,gb
-3.22412E+18,user,Suisse,de,3,8,20,0,0,0,0,1,F,2,mrs,TRUE,TRUE,FALSE,TRUE,225,3199,106.63,8.89,ch
2.28975E+17,user,France,fr,3,8,0,0,0,0,0,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,596,3199,106.63,8.89,fr
6.99832E+18,user,Royaume-Uni,en,3,8,38,0,0,0,0,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,653,3199,106.63,8.89,gb
4.66498E+18,user,France,fr,3,8,6,0,0,0,3,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,13,3199,106.63,8.89,fr
-7.32978E+18,user,Autriche,en,5,8,98,0,0,0,74,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,62,3199,106.63,8.89,at
8.8153E+17,user,Royaume-Uni,en,3,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,108,3199,106.63,8.89,gb
4.64269E+18,user,Royaume-Uni,en,4,8,0,0,0,0,0,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,637,3199,106.63,8.89,gb
4.03985E+18,user,Italie,it,10,8,5,48,26,95,3,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,11,3199,106.63,8.89,it
-1.49447E+18,user,France,fr,3,8,2,0,0,0,0,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,206,3199,106.63,8.89,fr
-4.66232E+18,user,France,fr,22,9,2,21,23,95,112,5,M,1,mr,FALSE,FALSE,FALSE,TRUE,11,3199,106.63,8.89,fr
7.59172E+18,user,Allemagne,de,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,410,3199,106.63,8.89,de
-6.20582E+18,user,Allemagne,de,3,8,0,0,0,0,2,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,329,3199,106.63,8.89,de
-8.58998E+18,user,Royaume-Uni,en,4,8,0,0,0,0,0,2,M,1,mr,TRUE,FALSE,TRUE,TRUE,586,3199,106.63,8.89,gb
4.9412E+18,user,Etats-Unis,en,4,8,0,0,0,0,0,1,M,1,mr,TRUE,TRUE,FALSE,TRUE,671,3199,106.63,8.89,us
7.71833E+18,user,France,fr,3,16,32,0,0,0,20,2,F,3,miss,TRUE,TRUE,FALSE,TRUE,164,3199,106.63,8.89,fr
7.26952E+18,user,Allemagne,de,3,8,0,0,0,0,1,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,194,3199,106.63,8.89,de
-4.95949E+18,user,Pays-Bas,en,5,8,4,0,0,0,7,1,F,2,mrs,TRUE,TRUE,FALSE,FALSE,131,3199,106.63,8.89,nl
-3.96142E+18,user,France,fr,3,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,362,3199,106.63,8.89,fr
4.33439E+18,user,Allemagne,de,3,8,32,0,0,0,2,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,11,3199,106.63,8.89,de
-5.20396E+18,user,France,fr,3,8,0,0,0,0,3,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,211,3199,106.63,8.89,fr
-2.39036E+17,user,Espagne,es,3,10,11,0,0,0,2,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,288,3199,106.63,8.89,es
9.08904E+18,user,Allemagne,de,6,8,25,0,0,0,9,4,M,1,mr,TRUE,FALSE,TRUE,FALSE,99,3199,106.63,8.89,de
3.63173E+18,user,France,fr,4,8,0,0,0,0,7,2,F,2,mrs,TRUE,FALSE,TRUE,TRUE,695,3199,106.63,8.89,fr
5.06415E+18,user,Belgique,en,4,8,0,0,0,0,0,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,be
-2.81699E+17,user,Espagne,es,5,8,2,0,0,0,3,1,M,1,mr,TRUE,FALSE,TRUE,FALSE,252,3199,106.63,8.89,es
5.75773E+17,user,France,fr,3,9,0,0,0,0,1,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,164,3199,106.63,8.89,fr
-6.0178E+17,user,Allemagne,de,5,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,695,3199,106.63,8.89,de
-6.41233E+18,user,Allemagne,de,5,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,de
-2.09736E+18,user,Etats-Unis,en,12,9,27,0,0,0,40,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,37,3199,106.63,8.89,us
2.20658E+18,user,Suède,en,3,9,68,0,0,0,4,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,32,3199,106.63,8.89,se
8.13142E+18,user,Australie,en,11,8,98,0,1,0,68,17,M,1,mr,TRUE,FALSE,TRUE,TRUE,14,3199,106.63,8.89,au
-1.16468E+18,user,France,fr,4,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,654,3199,106.63,8.89,fr
-8.80527E+18,user,France,fr,11,18,7,0,1,0,1,5,F,2,mrs,FALSE,FALSE,FALSE,TRUE,15,3199,106.63,8.89,fr
-1.3981E+17,user,Italie,en,3,8,0,0,0,0,0,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,474,3199,106.63,8.89,it
5.9993E+18,user,Etats-Unis,en,3,9,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,615,3199,106.63,8.89,us
3.66169E+18,user,Autriche,de,7,8,0,0,0,0,0,36,M,1,mr,FALSE,FALSE,FALSE,TRUE,21,3199,106.63,8.89,at
2.38258E+18,user,France,fr,9,26,86,1,4,75,2,1,M,1,mr,TRUE,FALSE,TRUE,FALSE,254,3199,106.63,8.89,fr
4.24817E+18,user,Royaume-Uni,en,3,8,48,0,0,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,611,3199,106.63,8.89,gb
4.41582E+18,user,Etats-Unis,en,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,689,3199,106.63,8.89,us
-4.29101E+17,user,Allemagne,en,4,8,4,0,0,0,2,8,M,1,mr,FALSE,FALSE,FALSE,TRUE,456,3199,106.63,8.89,de
8.03223E+18,user,France,fr,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,fr
-5.93747E+18,user,Irlande,en,4,8,16,0,0,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,240,3199,106.63,8.89,ie
-6.8061E+18,user,France,fr,4,8,0,1,0,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,264,3199,106.63,8.89,fr
-8.38737E+18,user,Luxembourg,en,6,9,121,1,1,0,2,2,F,2,mrs,TRUE,FALSE,TRUE,TRUE,33,3199,106.63,8.89,lu
-3.89274E+18,user,France,fr,3,8,4,2,0,0,0,2,F,2,mrs,FALSE,FALSE,FALSE,FALSE,12,3199,106.63,8.89,fr
3.31983E+18,user,Portugal,en,4,9,0,0,0,0,3,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,307,3199,106.63,8.89,pt
8.1813E+18,user,Allemagne,de,3,9,4,0,0,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,26,3199,106.63,8.89,de
-9.17812E+18,user,Royaume-Uni,en,4,8,1,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,163,3199,106.63,8.89,gb
-7.22528E+17,user,Suède,en,3,8,0,0,0,0,10,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,161,3199,106.63,8.89,se
4.09778E+18,user,France,fr,5,8,31,0,1,0,1,1,F,3,miss,TRUE,FALSE,TRUE,TRUE,22,3199,106.63,8.89,fr
-1.63762E+18,user,Etats-Unis,en,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,691,3199,106.63,8.89,us
1.4281E+17,user,Italie,it,4,8,0,0,0,0,0,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,89,3199,106.63,8.89,it
-2.42934E+18,user,Italie,it,3,8,22,0,0,0,30,2,F,2,mrs,TRUE,FALSE,TRUE,TRUE,39,3199,106.63,8.89,it
1.63611E+18,user,Suède,en,7,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,646,3199,106.63,8.89,se
4.28744E+18,user,Allemagne,de,3,8,0,0,0,0,0,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,264,3199,106.63,8.89,de
-6.67071E+18,user,Royaume-Uni,en,4,8,0,0,1,0,3,2,M,1,mr,FALSE,FALSE,FALSE,TRUE,646,3199,106.63,8.89,gb
3.52798E+18,user,France,fr,5,8,2,0,0,0,2,13,M,1,mr,TRUE,FALSE,TRUE,TRUE,12,3199,106.63,8.89,fr
2.20684E+18,user,France,fr,3,9,14,0,0,0,18,1,F,2,mrs,TRUE,FALSE,TRUE,FALSE,238,3199,106.63,8.89,fr
5.8679E+18,user,Espagne,es,13,9,530,0,0,0,47,15,F,2,mrs,TRUE,FALSE,TRUE,TRUE,11,3199,106.63,8.89,es
4.80296E+18,user,Italie,it,3,9,16,0,0,0,15,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,28,3199,106.63,8.89,it
7.10043E+18,user,France,fr,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,701,3199,106.63,8.89,fr
-7.52476E+18,user,Royaume-Uni,en,3,10,0,0,0,0,123,2,M,1,mr,FALSE,FALSE,FALSE,TRUE,11,3199,106.63,8.89,gb
-8.05447E+18,user,France,fr,3,9,8,0,0,0,0,2,F,2,mrs,TRUE,FALSE,TRUE,TRUE,241,3199,106.63,8.89,fr
5.37449E+18,user,Allemagne,de,3,8,26,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,36,3199,106.63,8.89,de
-8.31132E+18,user,Royaume-Uni,en,4,8,1,0,0,0,47,3,F,2,mrs,FALSE,FALSE,FALSE,TRUE,202,3199,106.63,8.89,gb
-2.74022E+18,user,Espagne,es,6,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,187,3199,106.63,8.89,es
-4.86512E+18,user,Etats-Unis,en,5,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,us
-3.88715E+18,user,France,fr,7,9,43,0,0,0,70,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,33,3199,106.63,8.89,fr
-2.58636E+18,user,Royaume-Uni,en,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,gb
4.88564E+18,user,Belgique,fr,10,11,2,0,0,0,36,1,F,2,mrs,TRUE,FALSE,TRUE,FALSE,427,3199,106.63,8.89,be
8.1569E+18,user,Allemagne,de,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,672,3199,106.63,8.89,de
-7.48565E+18,user,France,fr,7,8,262,0,1,0,312,9,F,2,mrs,TRUE,FALSE,TRUE,TRUE,40,3199,106.63,8.89,fr
4.60346E+18,user,France,fr,5,8,0,0,0,0,0,2,M,1,mr,FALSE,FALSE,FALSE,TRUE,697,3199,106.63,8.89,fr
3.43186E+18,user,France,fr,4,8,1,0,0,0,0,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,618,3199,106.63,8.89,fr
-2.9275E+18,user,Allemagne,de,3,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,de
6.10142E+18,user,France,fr,5,5,34,0,3,66,5,5,M,1,mr,TRUE,TRUE,FALSE,FALSE,16,3199,106.63,8.89,fr
-4.99296E+18,user,Espagne,es,4,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,es
1.9545E+18,user,Etats-Unis,en,4,8,1,0,0,0,1,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,407,3199,106.63,8.89,us
8.97649E+18,user,Allemagne,de,3,8,0,0,0,0,0,1,F,2,mrs,TRUE,TRUE,FALSE,TRUE,638,3199,106.63,8.89,de
-2.48792E+18,user,Etats-Unis,en,3,8,0,0,0,0,0,6,M,1,mr,FALSE,FALSE,FALSE,TRUE,14,3199,106.63,8.89,us
-4.12066E+18,user,Hong Kong,en,8,10,17,0,0,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,160,3199,106.63,8.89,hk
-5.60285E+18,user,Pays-Bas,en,3,8,9,0,0,0,7,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,79,3199,106.63,8.89,nl
1.32541E+18,user,France,fr,4,9,77,0,0,0,110,33,F,2,mrs,FALSE,FALSE,FALSE,TRUE,11,3199,106.63,8.89,fr
5.22799E+17,user,Etats-Unis,en,4,8,0,0,0,0,1,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3199,106.63,8.89,us
1.41527E+18,user,Autriche,de,4,8,5,0,0,0,41,3,M,1,mr,FALSE,FALSE,FALSE,TRUE,287,3199,106.63,8.89,at
-6.51842E+18,user,France,fr,4,8,0,0,0,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,282,3199,106.63,8.89,fr
-1.76687E+18,user,Hong Kong,en,5,8,1,0,0,0,55,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,119,3199,106.63,8.89,hk
8.83999E+18,user,France,fr,3,8,0,0,0,0,6,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,283,3199,106.63,8.89,fr
2.89571E+18,user,Royaume-Uni,en,4,8,16,0,0,0,2,1,M,1,mr,TRUE,FALSE,TRUE,FALSE,41,3199,106.63,8.89,gb
1.02604E+18,user,France,fr,3,9,2,0,0,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,25,3199,106.63,8.89,fr
-9.06463E+18,user,Royaume-Uni,en,5,8,3,0,0,0,2,12,F,2,mrs,FALSE,FALSE,FALSE,TRUE,30,3199,106.63,8.89,gb
-2.97249E+18,user,Royaume-Uni,en,3,8,0,0,0,0,0,3,F,2,mrs,FALSE,FALSE,FALSE,TRUE,49,3199,106.63,8.89,gb
-4.41871E+18,user,Espagne,es,3,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,677,3199,106.63,8.89,es
7.83683E+17,user,France,fr,7,8,688,0,1,0,2,2,F,3,miss,FALSE,FALSE,FALSE,TRUE,11,3199,106.63,8.89,fr
-5.48591E+18,user,France,fr,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,523,3199,106.63,8.89,fr
8.40079E+18,user,France,fr,3,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,287,3199,106.63,8.89,fr
5.08863E+18,user,France,fr,3,8,0,0,0,0,1,3,F,2,mrs,FALSE,FALSE,FALSE,TRUE,38,3199,106.63,8.89,fr
5.21157E+18,user,Suisse,it,6,9,0,0,0,0,0,3,F,2,mrs,FALSE,FALSE,FALSE,TRUE,22,3199,106.63,8.89,ch
9.10008E+18,user,Royaume-Uni,en,4,8,0,0,0,0,5,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,gb
-6.49957E+18,user,Etats-Unis,en,3,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,685,3199,106.63,8.89,us
1.78144E+18,user,Espagne,es,6,8,4,0,0,0,12,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,41,3199,106.63,8.89,es
7.21711E+18,user,Etats-Unis,en,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,654,3199,106.63,8.89,us
8.09269E+18,user,Canada,fr,4,10,7,0,0,0,3,1,F,2,mrs,FALSE,FALSE,FALSE,FALSE,26,3199,106.63,8.89,ca
-6.7279E+18,user,Royaume-Uni,en,5,8,185,0,0,0,7,5,F,2,mrs,TRUE,FALSE,TRUE,TRUE,15,3199,106.63,8.89,gb
7.94369E+18,user,Espagne,es,5,9,68,0,0,0,0,6,M,1,mr,TRUE,FALSE,TRUE,TRUE,11,3199,106.63,8.89,es
1.474E+18,user,Grèce,en,6,12,89,0,0,0,112,1,F,2,mrs,TRUE,FALSE,TRUE,FALSE,20,3199,106.63,8.89,gr
1.02554E+18,user,Royaume-Uni,en,3,8,0,0,0,0,1,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,695,3199,106.63,8.89,gb
5.16073E+18,user,France,fr,4,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,fr
1.15298E+18,user,Royaume-Uni,en,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,444,3199,106.63,8.89,gb
1.8939E+18,user,Royaume-Uni,en,3,8,0,0,0,0,0,3,F,2,mrs,TRUE,FALSE,TRUE,TRUE,635,3199,106.63,8.89,gb
-4.19496E+18,user,Royaume-Uni,en,4,15,61,0,0,0,29,6,M,1,mr,FALSE,FALSE,FALSE,TRUE,11,3199,106.63,8.89,gb
-4.20875E+18,user,Irlande,en,5,8,1,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,703,3199,106.63,8.89,ie
